query,entrezgene,name,symbol,alias,taxid,MGI
57269,57269,olfactory receptor family 4 subfamily E member 5,Or4e5,"MOR244-1, Mor28, Olfr1507, Or28",10090,MGI:3031341
258023,258023,olfactory receptor family 4 subfamily F member 14,Or4f14,"MOR245-15, Olfr1306",10090,MGI:3031140
257956,257956,olfactory receptor family 4 subfamily F member 14B,Or4f14b,"MOR245-19P, Olfr1307",10090,MGI:3031141
258737,258737,olfactory receptor family 4 subfamily F member 14D,Or4f14d,"MOR245-1, MOR245-26, Olfr1316",10090,MGI:3031150
258439,258439,olfactory receptor family 4 subfamily F member 15,Or4f15,"MOR245-5, Olfr1309",10090,MGI:3031143
258440,258440,olfactory receptor family 4 subfamily F member 47,Or4f47,"MOR245-4, Olfr1317",10090,MGI:3031151
258399,258399,olfactory receptor family 4 subfamily F member 4B,Or4f4b,"MOR245-6, Olfr1289",10090,MGI:3031123
257980,257980,olfactory receptor family 4 subfamily F member 52,Or4f52,"MOR245-18, Olfr1275",10090,MGI:3031109
258390,258390,olfactory receptor family 4 subfamily F member 53,Or4f53,"MOR245-10, Olfr1276",10090,MGI:3031110
258389,258389,olfactory receptor family 4 subfamily F member 54,Or4f54,"MOR245-11, Olfr1278",10090,MGI:3031112
258396,258396,olfactory receptor family 4 subfamily F member 56,Or4f56,"MOR245-8, Olfr1305",10090,MGI:3031139
258258,258258,olfactory receptor family 4 subfamily F member 57,Or4f57,"MOR245-22, Olfr1308",10090,MGI:3031142
258271,258271,olfactory receptor family 4 subfamily F member 58,Or4f58,"MOR245-21, Olfr1311",10090,MGI:3031145
258359,258359,olfactory receptor family 4 subfamily F member 59,Or4f59,"MOR245-20, Olfr1312",10090,MGI:3031146
258441,258441,olfactory receptor family 4 subfamily F member 6,Or4f6,"MOR245-3, Olfr1310",10090,MGI:3031144
258257,258257,olfactory receptor family 4 subfamily F member 60,Or4f60,"MOR245-23, Olfr1313",10090,MGI:3031147
258442,258442,olfactory receptor family 4 subfamily F member 61,Or4f61,"MOR245-2, Olfr1314",10090,MGI:3031148
258022,258022,olfactory receptor family 4 subfamily F member 62,Or4f62,"MOR245-16, Olfr1318",10090,MGI:3031152
258397,258397,olfactory receptor family 4 subfamily F member 7,Or4f7,"MOR245-7, Olfr1303, Olfr276, Olfr276-ps1",10090,MGI:3031137
258388,258388,olfactory receptor family 4 subfamily G member 16,Or4g16,"MOR245-12, Olfr1279",10090,MGI:3031113
258379,258379,olfactory receptor family 4 subfamily G member 17,Or4g17,"MOR245-13, Olfr1284",10090,MGI:3031118
258395,258395,olfactory receptor family 4 subfamily G member 7,Or4g7,"MOR245-9, Olfr1288",10090,MGI:3031122
258039,258039,olfactory receptor family 4 subfamily K member 1,Or4k1,"MOR246-1P, Olfr728",10090,MGI:3030562
258316,258316,olfactory receptor family 4 subfamily K member 15,Or4k15,"MOR246-2, Olfr727",10090,MGI:3030561
258314,258314,olfactory receptor family 4 subfamily K member 15B,Or4k15b,"MOR246-3, MOR246-7_p, Olfr725",10090,MGI:3030559
258313,258313,olfactory receptor family 4 subfamily K member 15C,Or4k15c,"MOR246-4, Olfr726",10090,MGI:3030560
258486,258486,olfactory receptor family 4 subfamily K member 2,Or4k2,"MOR247-1, Olfr730",10090,MGI:3030564
258391,258391,olfactory receptor family 4 subfamily K member 35,Or4k35,"MOR248-11, Olfr1277",10090,MGI:3031111
258910,258910,olfactory receptor family 4 subfamily K member 36,Or4k36,"MOR248-1, Olfr1280",10090,MGI:3031114
257979,257979,olfactory receptor family 4 subfamily K member 37,Or4k37,"MOR248-14P, MOR248-18, Olfr1281",10090,MGI:3031115
258909,258909,olfactory receptor family 4 subfamily K member 38,Or4k38,"MOR248-16, MOR248-2, Olfr1282, Olfr1557",10090,MGI:3031116
277562,277562,olfactory receptor family 4 subfamily K member 40,Or4k40,"GA_x5J8B7TU5VU-1563-1372, GA_x6K02T2Q125-72472405-72471488, MOR248-21, Olfr1286",10090,MGI:3031120
257935,257935,olfactory receptor family 4 subfamily K member 41,Or4k41,"MOR248-15, Olfr1287",10090,MGI:3031121
257662,257662,olfactory receptor family 4 subfamily K member 42,Or4k42,"MOR248-9, Olfr1290",10090,MGI:3031124
258887,258887,olfactory receptor family 4 subfamily K member 44,Or4k44,"MOR248-7, Olfr1294",10090,MGI:3031128
258398,258398,olfactory receptor family 4 subfamily K member 45,Or4k45,"MOR248-10, Olfr1295",10090,MGI:3031129
258890,258890,olfactory receptor family 4 subfamily K member 47,Or4k47,"MOR248-4, Olfr1297",10090,MGI:3031131
258888,258888,olfactory receptor family 4 subfamily K member 48,Or4k48,"MOR248-6, Olfr1298",10090,MGI:3031132
258886,258886,olfactory receptor family 4 subfamily K member 49,Or4k49,"MOR248-8, Olfr1299",10090,MGI:3031133
258275,258275,olfactory receptor family 4 subfamily K member 5,Or4k5,"MOR246-6, Olfr729",10090,MGI:3030563
258199,258199,"olfactory receptor family 4 subfamily K member 50, pseudogene 1",Or4k50-ps1,"MOR248-12, Olfr1300-ps1",10090,MGI:3031134
258889,258889,olfactory receptor family 4 subfamily K member 51,Or4k51,"MOR248-5, Olfr1301",10090,MGI:3031135
258891,258891,olfactory receptor family 4 subfamily K member 52,Or4k52,"MOR248-3, Olfr1302",10090,MGI:3031136
258360,258360,olfactory receptor family 4 subfamily K member 6,Or4k6,"MOR246-5, Olfr731",10090,MGI:3030565
228443,228443,olfactory receptor family 4 subfamily K member 77,Or4k77,"GA_x6K02T2Q125-72420217-72421134, MOR248-19, Olfr1283",10090,MGI:3031117
259147,259147,olfactory receptor family 4 subfamily L member 1,Or4l1,"MOR247-3P, MOR247-4, Olfr723",10090,MGI:3030557
258485,258485,olfactory receptor family 4 subfamily L member 15,Or4l15,"MOR247-2, Olfr724",10090,MGI:3030558
258658,258658,olfactory receptor family 4 subfamily M member 1,Or4m1,"MOR242-1, Olfr734",10090,MGI:3030568
258659,258659,olfactory receptor family 4 subfamily N member 4,Or4n4,"MOR241-1, Olfr732",10090,MGI:3030566
258657,258657,olfactory receptor family 4 subfamily N member 4B,Or4n4b,"MOR241-2, Olfr733",10090,MGI:3030567
258487,258487,olfactory receptor family 4 subfamily N member 5,Or4n5,"MOR241-3, Olfr722",10090,MGI:3030556
258919,258919,olfactory receptor family 4 subfamily P member 18,Or4p18,"MOR225-2, Olfr1179",10090,MGI:3031013
258920,258920,olfactory receptor family 4 subfamily P member 19,Or4p19,"MOR225-1, Olfr1180",10090,MGI:3031014
258060,258060,olfactory receptor family 4 subfamily P member 20,Or4p20,"MOR225-9P, Olfr1181",10090,MGI:3031015
258167,258167,olfactory receptor family 4 subfamily P member 21,Or4p21,"Gm13757, MOR225-7P, MOR225-8P, Olfr1182, Olfr1536-ps1",10090,MGI:3031370
258820,258820,olfactory receptor family 4 subfamily P member 22,Or4p22,"MOR225-3, Olfr1184",10090,MGI:3031018
404330,404330,olfactory receptor family 4 subfamily P member 23,Or4p23,"GA_x5J8B7W62NC-67655-66851, GA_x6K02T2Q125-50221692-50220766, MOR225-13, Olfr1198",10090,MGI:3031032
258203,258203,olfactory receptor family 4 subfamily P member 7,Or4p7,"MOR225-6P, Olfr1178",10090,MGI:3031012
258774,258774,olfactory receptor family 4 subfamily P member 8,Or4p8,"MOR225-4, Olfr1208",10090,MGI:3031042
257909,257909,olfactory receptor family 4 subfamily Q member 3,Or4q3,"MOR243-1, Olfr735",10090,MGI:3030569
329460,329460,olfactory receptor family 4 subfamily S member 2B,Or4s2b,"MOR226-1, MOR230-9, Olfr1193, Olfr1193-ps1, Olfr1194-ps1",10090,MGI:3031027
258340,258340,olfactory receptor family 4 subfamily X member 11,Or4x11,"MOR228-2, Olfr1265",10090,MGI:3031099
258330,258330,olfactory receptor family 4 subfamily X member 13,Or4x13,"GA_x5J8B7W2BV0-3116-4045, MOR228-4, MOR228-5, Olfr1274, Olfr1274-ps",10090,MGI:3031108
257665,257665,olfactory receptor family 4 subfamily X member 15,Or4x15,"MOR228-4, Olfr1506",10090,MGI:3031340
258339,258339,olfactory receptor family 4 subfamily X member 6,Or4x6,"MOR228-3, Olfr1269",10090,MGI:3031103
258674,258674,olfactory receptor family 4 subfamily Z member 4,Or4z4,"MOR239-4, Olfr1427",10090,MGI:3031261
258326,258326,olfactory receptor family 51 subfamily A member 10,Or51a10,"MOR13-6, Olfr642",10090,MGI:3030476
258247,258247,olfactory receptor family 51 subfamily A member 24,Or51a24,"MOR13-5, Olfr645",10090,MGI:3030479
259116,259116,olfactory receptor family 51 subfamily A member 25,Or51a25,"MOR11-1, Olfr559",10090,MGI:3030393
18332,18332,olfactory receptor family 51 subfamily A member 39,Or51a39,"MOR11-2, MTPCR33, ORL181, Olfr33",10090,MGI:109302
259081,259081,olfactory receptor family 51 subfamily A member 42,Or51a42,"MOR13-2, Olfr643",10090,MGI:3030477
259125,259125,olfactory receptor family 51 subfamily A member 43,Or51a43,"MOR13-1, Olfr644",10090,MGI:3030478
259115,259115,olfactory receptor family 51 subfamily A member 5,Or51a5,"MOR8-2, MOR8-7, Olfr586",10090,MGI:3030420
259118,259118,olfactory receptor family 51 subfamily A member 6,Or51a6,"MOR8-1, Olfr575",10090,MGI:3030409
258248,258248,olfactory receptor family 51 subfamily A member 7,Or51a7,"MOR8-5, Olfr576, Olfr576-ps1",10090,MGI:3030410
259114,259114,olfactory receptor family 51 subfamily A member 8,Or51a8,"MOR8-3, Olfr570",10090,MGI:3030404
545985,545985,olfactory receptor family 51 subfamily AA member 2,Or51aa2,"EG545985, MOR15-3, Olfr612, Olfr612-ps1",10090,MGI:3030446
258722,258722,olfactory receptor family 51 subfamily AA member 5,Or51aa5,"MOR15-1, MOR15-4, Olfr611",10090,MGI:3030445
259104,259104,olfactory receptor family 51 subfamily AB member 3,Or51ab3,"MOR20-1, Olfr613, Olfr613-ps1, Olfr614",10090,MGI:3030447
259103,259103,olfactory receptor family 51 subfamily AC member 3,Or51ac3,"MOR19-1, Olfr616",10090,MGI:3030450
259086,259086,olfactory receptor family 51 subfamily AF member 1,Or51af1,"MOR9-1, Olfr609",10090,MGI:3030443
259085,259085,olfactory receptor family 51 subfamily AG member 1,Or51ag1,"MOR9-2, Olfr610",10090,MGI:3030444
259084,259084,olfactory receptor family 51 subfamily AH member 3,Or51ah3,"MOR19-2, Olfr615",10090,MGI:3030449
259123,259123,olfactory receptor family 51 subfamily AI member 2,Or51ai2,"MOR2-1, Olfr632",10090,MGI:3030466
18366,18366,olfactory receptor family 51 subfamily B member 17,Or51b17,"5'[b]2, 5'beta2, MOR1-1, MOR1-2, ORL533",10090,MGI:1341900
18367,18367,olfactory receptor family 51 subfamily B member 4,Or51b4,"5'[b]1, 5'beta1, MOR1-3, ORL532, Olfr66",10090,MGI:1341906
18365,18365,olfactory receptor family 51 subfamily B member 6,Or51b6,"5'[b]3, 5'beta3, MOR1-1, MOR1-2, ORL670",10090,MGI:1341910
259126,259126,olfactory receptor family 51 subfamily B member 6B,Or51b6b,"MOR1-4, Olfr623",10090,MGI:3030457
258358,258358,olfactory receptor family 51 subfamily D member 1,Or51d1,"MOR18-3, Olfr557",10090,MGI:3030391
259097,259097,olfactory receptor family 51 subfamily E member 1,Or51e1,"MOR18-1, Olfr558, POGR",10090,MGI:3030392
170639,170639,olfactory receptor family 51 subfamily E member 2,Or51e2,"4633402A21Rik, MOL2.3, MOR18-2, Olfr78, PSGR",10090,MGI:2157548
258168,258168,olfactory receptor family 51 subfamily F member 1,Or51f1,"GA_x5J8B7W5P47-379997-380552, MOR14-7P, Olfr566",10090,MGI:3030400
258752,258752,olfactory receptor family 51 subfamily F member 1D,Or51f1d,"MOR14-6, Olfr583",10090,MGI:3030417
259091,259091,olfactory receptor family 51 subfamily F member 1E,Or51f1e,"MOR14-4, Olfr585",10090,MGI:3030419
259095,259095,olfactory receptor family 51 subfamily F member 2,Or51f2,"MOR14-11, MOR14-3, Olfr568",10090,MGI:3030402
258356,258356,olfactory receptor family 51 subfamily F member 23,Or51f23,"MOR14-10, Olfr564",10090,MGI:3030398
259117,259117,olfactory receptor family 51 subfamily F member 23B,Or51f23b,"MOR14-1, Olfr560",10090,MGI:3030394
259096,259096,olfactory receptor family 51 subfamily F member 5,Or51f5,"MOR14-2, Olfr561",10090,MGI:3030395
259119,259119,olfactory receptor family 51 subfamily G member 1,Or51g1,"MOR7-1, Olfr578",10090,MGI:3030412
259113,259113,olfactory receptor family 51 subfamily G member 2,Or51g2,"MOR7-2, Olfr577",10090,MGI:3030411
259107,259107,olfactory receptor family 51 subfamily H member 1,Or51h1,"MOR10-1, Olfr555",10090,MGI:3030389
259093,259093,olfactory receptor family 51 subfamily H member 5,Or51h5,"MOR10-2, Olfr572",10090,MGI:3030406
258819,258819,olfactory receptor family 51 subfamily I member 1D,Or51i1,"MOR13-4, Olfr640",10090,MGI:3030474
259075,259075,olfactory receptor family 51 subfamily I member 2,Or51i2,"MOR13-3, Olfr641",10090,MGI:3030475
259088,259088,olfactory receptor family 51 subfamily K member 1,Or51k1,"MOR12-1, Olfr639",10090,MGI:3030473
258351,258351,olfactory receptor family 51 subfamily K member 2,Or51k2,"MOR12-5, Olfr633",10090,MGI:3030467
259098,259098,olfactory receptor family 51 subfamily L member 14,Or51l14,"MOR17-2, Olfr606",10090,MGI:3030440
259102,259102,olfactory receptor family 51 subfamily L member 4,Or51l4,"MOR17-1, Olfr630",10090,MGI:3030464
258961,258961,olfactory receptor family 51 subfamily M member 1,Or51m1,"MOR3-1, Olfr631",10090,MGI:3030465
259122,259122,olfactory receptor family 51 subfamily Q member 1,Or51q1,"MOR5-2, Olfr635",10090,MGI:3030469
259124,259124,olfactory receptor family 51 subfamily Q member 1C,Or51q1c,"MOR5-1, Olfr638",10090,MGI:3030472
259108,259108,olfactory receptor family 51 subfamily R member 1,Or51r1,"MOR16-1, Olfr550",10090,MGI:3030384
259089,259089,olfactory receptor family 51 subfamily S member 1,Or51s1,"MOR21-1, Olfr571",10090,MGI:3030405
258357,258357,olfactory receptor family 51 subfamily T member 4,Or51t4,"MOR14-9, Olfr574",10090,MGI:3030408
258808,258808,olfactory receptor family 51 subfamily V member 14,Or51v14,"MOR4-1, Olfr620",10090,MGI:3030454
258189,258189,olfactory receptor family 51 subfamily V member 8,Or51v8,"MOR4-2P, Olfr624",10090,MGI:3030458
436002,436002,olfactory receptor family 52 subfamily A member 20,Or52a20,"MOR22-4, Olfr243, Olfr243-ps1, Olfr627, Olfr627-ps1",10090,MGI:3030077
259159,259159,olfactory receptor family 52 subfamily A member 24,Or52a24,"MOR22-1, MOR22-4P, Olfr1526-ps1, Olfr628",10090,MGI:3030462
259087,259087,olfactory receptor family 52 subfamily A member 33,Or52a33,"MOR26-1, Olfr622",10090,MGI:3030456
18369,18369,olfactory receptor family 52 subfamily A member 5,Or52a5,"3'[b]2, 3'beta2, MOR22-3, Olfr68",10090,MGI:1341790
18370,18370,olfactory receptor family 52 subfamily A member 5B,Or52a5b,"3'[b]3, 3'beta3, MOR22-2, Olfr69",10090,MGI:1341789
258135,258135,olfactory receptor family 52 subfamily AB member 2,Or52ab2,"GA_x5J8B7TU1BB-380-666, MOR23-2, Olfr597",10090,MGI:3030431
258726,258726,olfactory receptor family 52 subfamily AB member 4,Or52ab4,"MOR23-1, Olfr599",10090,MGI:3030433
257975,257975,olfactory receptor family 52 subfamily AB member 7,Or52ab7,"MOR23-4P, MOR23-5, Olfr598",10090,MGI:3030432
258817,258817,olfactory receptor family 52 subfamily AC member 1,Or52ac1,"MOR38-1, Olfr655",10090,MGI:3030489
259048,259048,olfactory receptor family 52 subfamily AD member 1,Or52ad1,"MOR39-1, Olfr600",10090,MGI:3030434
258751,258751,olfactory receptor family 52 subfamily AE member 7,Or52ae7,"MOR26-3, Olfr608",10090,MGI:3030442
258818,258818,olfactory receptor family 52 subfamily AE member 9,Or52ae9,"MOR26-2, Olfr629",10090,MGI:3030463
56860,56860,olfactory receptor family 52 subfamily B member 1,Or52b1,"MOR31-2, Olfr690, Ors18",10090,MGI:3030524
259063,259063,olfactory receptor family 52 subfamily B member 2,Or52b2,"MOR31-6, Olfr691",10090,MGI:3030525
259105,259105,olfactory receptor family 52 subfamily B member 3,Or52b3,"MOR31-3, Olfr549",10090,MGI:3030383
259083,259083,olfactory receptor family 52 subfamily B member 4,Or52b4,"MOR31-4, Olfr547",10090,MGI:3030381
259058,259058,olfactory receptor family 52 subfamily D member 1,Or52d1,"MOR33-2, Olfr646",10090,MGI:3030480
57250,57250,olfactory receptor family 52 subfamily D member 3,Or52d3,"MOR33-1, Olfr653, Ors19",10090,MGI:3030487
258755,258755,olfactory receptor family 52 subfamily E member 15,Or52e15,"MOR32-4, Olfr672, Ors46",10090,MGI:3030506
384703,384703,olfactory receptor family 52 subfamily E member 18,Or52e18,"GA_x5J8B7W6B6J-141796-141659, MOR32-8, Olfr670",10090,MGI:3030504
100041187,100041187,olfactory receptor family 52 subfamily E member 19,Or52e19,"Gm15117, Olfr596, Olfr596-ps1",10090,MGI:3030430
259073,259073,olfactory receptor family 52 subfamily E member 19B,Or52e19b,"MOR32-14_i, MOR32-2, Olfr603, Olfr603-ps1, Olfr604",10090,MGI:3030437
259054,259054,olfactory receptor family 52 subfamily E member 2,Or52e2,"MOR32-3, Olfr589",10090,MGI:3030423
258246,258246,olfactory receptor family 52 subfamily E member 3,Or52e3,"MOR32-10, Olfr594",10090,MGI:3030428
258355,258355,olfactory receptor family 52 subfamily E member 4,Or52e4,"MOR32-11, Olfr677",10090,MGI:3030511
258753,258753,olfactory receptor family 52 subfamily E member 5,Or52e5,"MOR32-5, Olfr678",10090,MGI:3030512
259099,259099,olfactory receptor family 52 subfamily E member 7,Or52e7,"MOR32-1, Olfr676",10090,MGI:3030510
257910,257910,olfactory receptor family 52 subfamily E member 8,Or52e8,"MOR32-12, Olfr671",10090,MGI:3030505
258147,258147,olfactory receptor family 52 subfamily E member 8B,Or52e8b,"MOR32-9P, Olfr675",10090,MGI:3030509
258746,258746,olfactory receptor family 52 subfamily H member 1,Or52h1,"MOR31-12, Olfr648",10090,MGI:3030482
259057,259057,olfactory receptor family 52 subfamily H member 2,Or52h2,"MOR31-7, Olfr649",10090,MGI:3030483
259050,259050,olfactory receptor family 52 subfamily H member 7,Or52h7,"MOR318, Olfr652",10090,MGI:3030486
258809,258809,olfactory receptor family 52 subfamily H member 9,Or52h9,"MOR31-11, Olfr651",10090,MGI:3030485
258749,258749,olfactory receptor family 52 subfamily J member 2,Or52i2,"MOR41-1, Olfr556",10090,MGI:3030390
404317,404317,olfactory receptor family 52 subfamily J member 3,Or52j3,"MOR0-3P, MOR32-13, Olfr1525-ps1, Olfr592",10090,MGI:3030426
259106,259106,olfactory receptor family 52 subfamily K member 2,Or52k2,"MOR28-1, Olfr552",10090,MGI:3030386
258160,258160,olfactory receptor family 52 subfamily L member 1,Or52l1,"MOR37-1, Olfr685",10090,MGI:3030519
258322,258322,olfactory receptor family 52 subfamily M member 1,Or52m1,"MOR25-1, Olfr554",10090,MGI:3030388
233578,233578,olfactory receptor family 52 subfamily M member 2,Or52m2,"MOR25-2, Olfr553",10090,MGI:3030387
259100,259100,olfactory receptor family 52 subfamily N member 2,Or52n2,"MOR34-1, Olfr666",10090,MGI:3030500
259052,259052,olfactory receptor family 52 subfamily N member 20,Or52n20,"MOR34-4, Olfr659",10090,MGI:3030493
259062,259062,olfactory receptor family 52 subfamily N member 2B,Or52n2b,"MOR34-11, MOR34-2, Olfr667",10090,MGI:3030501
259061,259061,olfactory receptor family 52 subfamily N member 2C,Or52n2c,"MOR34-3, Olfr668",10090,MGI:3030502
258810,258810,olfactory receptor family 52 subfamily N member 3,Or52n3,"MOR34-7, Olfr665",10090,MGI:3030499
259051,259051,olfactory receptor family 52 subfamily N member 4,Or52n4,"MOR34-5, Olfr658",10090,MGI:3030492
259143,259143,olfactory receptor family 52 subfamily N member 4B,Or52n4b,"MOR34-12, MOR34-8P, MOR34-9, Olfr1548, Olfr503",10090,MGI:3030337
259045,259045,olfactory receptor family 52 subfamily N member 5,Or52n5,"MOR34-6, Olfr669",10090,MGI:3030503
259078,259078,olfactory receptor family 52 subfamily P member 1,Or52p1,"MOR27-1, Olfr656",10090,MGI:3030490
258750,258750,olfactory receptor family 52 subfamily P member 2,Or52p2,"MOR29-1, Olfr551",10090,MGI:3030385
259092,259092,olfactory receptor family 52 subfamily R member 1,Or52r1,"MOR30-1, Olfr569",10090,MGI:3030403
259055,259055,olfactory receptor family 52 subfamily R member 1B,Or52r1b,"MOR30-3, Olfr582",10090,MGI:3030416
259056,259056,olfactory receptor family 52 subfamily R member 1C,Or52r1c,"MOR30-2, Olfr584",10090,MGI:3030418
258378,258378,olfactory receptor family 52 subfamily S member 1,Or52s1,"MOR24-2, Olfr593",10090,MGI:3030427
258311,258311,olfactory receptor family 52 subfamily S member 19,Or52s19,"MOR24-3, Olfr601",10090,MGI:3030435
258139,258139,olfactory receptor family 52 subfamily S member 1B,Or52s1b,"MOR24-1P, Olfr591",10090,MGI:3030425
258156,258156,olfactory receptor family 52 subfamily S member 6,Or52s6,"GA_x5J8B7TSRWK-430-5, MOR202-22P, MOR24-5, Olfr605",10090,MGI:3030439
258377,258377,olfactory receptor family 52 subfamily U member 1,Or52u1,"MOR38-2, Olfr654",10090,MGI:3030488
258352,258352,olfactory receptor family 52 subfamily W member 1,Or52w1,"MOR36-1, Olfr692",10090,MGI:3030526
259072,259072,olfactory receptor family 52 subfamily X member 1,Or52x1,"MOR35-1, Olfr686",10090,MGI:3030520
18368,18368,olfactory receptor family 52 subfamily Z member 1,Or52z1,"3'[b]1, 3'beta1, MOR31-1, Olfr67",10090,MGI:1341911
258838,258838,olfactory receptor family 52 subfamily Z member 12,Or52z12,"MOR31-10, Olfr617",10090,MGI:3030451
259049,259049,olfactory receptor family 52 subfamily Z member 13,Or52z13,"MOR31-9, Olfr618",10090,MGI:3030452
259080,259080,olfactory receptor family 52 subfamily Z member 14,Or52z14,"MOR31-5, Olfr619",10090,MGI:3030453
258837,258837,olfactory receptor family 55 subfamily B member 10,Or55b10,"MOR42-1, Olfr545, S50",10090,MGI:3030379
257947,257947,olfactory receptor family 55 subfamily B member 3,Or55b3,"MOR42-2, Olfr543",10090,MGI:3030377
257926,257926,olfactory receptor family 55 subfamily B member 4,Or55b4,"MOR42-3, Olfr544, Ors6",10090,MGI:3030378
259046,259046,olfactory receptor family 56 subfamily A member 3,Or56a3,"MOR40-2, Olfr679",10090,MGI:3030513
404318,404318,olfactory receptor family 56 subfamily A member 3B,Or56a3b,"MOR4014, Olfr681",10090,MGI:3030515
244187,244187,olfactory receptor family 56 subfamily A member 4,Or56a4,"GA_x6K02T2PBJ9-7786441-7785503, MOR40-8P, Olfr684",10090,MGI:3030518
259047,259047,olfactory receptor family 56 subfamily A member 5,Or56a5,"MOR40-1, Olfr683",10090,MGI:3030517
258309,258309,olfactory receptor family 56 subfamily B member 1,Or56b1,"MOR40-13, Olfr657",10090,MGI:3030491
258163,258163,olfactory receptor family 56 subfamily B member 1B,Or56b1b,"MOR40-15, MOR40-7P, Olfr504",10090,MGI:3030338
258743,258743,olfactory receptor family 56 subfamily B member 2,Or56b2,"MOR40-4, Olfr661",10090,MGI:3030495
257914,257914,olfactory receptor family 56 subfamily B member 2J,Or56b2j,"MOR40-12, Olfr663",10090,MGI:3030497
259161,259161,olfactory receptor family 56 subfamily B member 34,Or56b34,"MOR40-16, MOR40-5, Olfr688, Olfr688-ps1",10090,MGI:3030522
258745,258745,olfactory receptor family 56 subfamily B member 35,Or56b35,"MOR40-3, Olfr689",10090,MGI:3030523
258677,258677,olfactory receptor family 5 subfamily A member 1,Or5a1,"MOR215-3, Olfr76, V5",10090,MGI:2153205
258678,258678,olfactory receptor family 5 subfamily A member 3,Or5a3,"MOR215-2, Olfr1441",10090,MGI:3031275
433031,433031,olfactory receptor family 5 subfamily AC member 15,Or5ac15,"MOR182-13, MOR182-7P, Olfr194",10090,MGI:3030028
258036,258036,olfactory receptor family 5 subfamily AC member 16,Or5ac16,"MOR182-8, Olfr198",10090,MGI:3030032
404310,404310,olfactory receptor family 5 subfamily AC member 17,Or5ac17,"GA_x5J8B7W8B52-93129-93296, MOR182-14, Olfr199",10090,MGI:3030033
258996,258996,olfactory receptor family 5 subfamily AC member 19,Or5ac19,"MOR182-2, Olfr201",10090,MGI:3030035
258997,258997,olfactory receptor family 5 subfamily AC member 20,Or5ac20,"MOR182-1, Olfr202",10090,MGI:3030036
258479,258479,olfactory receptor family 5 subfamily AC member 21,Or5ac21,"MOR182-5, Olfr203",10090,MGI:3030037
258994,258994,olfactory receptor family 5 subfamily AC member 22,Or5ac22,"MOR182-3, Olfr204",10090,MGI:3030038
257881,257881,olfactory receptor family 5 subfamily AC member 23,Or5ac23,"GA_x54KRFPKG5P-55543875-55542958, GA_x5J8B7U0478-6-340, MOR182-11P, Olfr205",10090,MGI:3030039
258993,258993,olfactory receptor family 5 subfamily AC member 24,Or5ac24,"MOR182-4, Olfr206",10090,MGI:3030040
258411,258411,olfactory receptor family 5 subfamily AE member 1,Or5ae1,"MOR254-1, Olfr290",10090,MGI:3030124
258410,258410,olfactory receptor family 5 subfamily AE member 2,Or5ae2,"MOR254-2, Olfr291",10090,MGI:3030125
258065,258065,olfactory receptor family 5 subfamily AF member 1,Or5af1,"GA_x5J8B7W3UM0-1747565-1747342, MOR222-4P, Olfr312",10090,MGI:3030146
258529,258529,olfactory receptor family 5 subfamily AC member 20,Or5af2,"MOR222-2, Olfr313",10090,MGI:3030147
258166,258166,olfactory receptor family 5 subfamily AK member 20,Or5ak20,"MOR203-5P, Olfr988",10090,MGI:3030822
258865,258865,olfactory receptor family 5 subfamily AK member 22,Or5ak22,"MOR203-1, Olfr992",10090,MGI:3030826
258427,258427,olfactory receptor family 5 subfamily AK member 23,Or5ak23,"MOR203-2, Olfr993",10090,MGI:3030827
258425,258425,olfactory receptor family 5 subfamily AK member 24,Or5ak24,"MOR203-4, Olfr994",10090,MGI:3030828
258426,258426,olfactory receptor family 5 subfamily AK member 25,Or5ak25,"MOR203-3, Olfr995",10090,MGI:3030829
257951,257951,olfactory receptor family 5 subfamily AK member 4,Or5ak4,"GA_x5J8B7TRSBM-251-3, GA_x5J8B7W531T-1241080-1240524, MOR203-7P, Olfr987",10090,MGI:3030821
257941,257941,olfactory receptor family 5 subfamily AL member 1,Or5al1,"MOR185-10, Olfr1042",10090,MGI:3030876
257950,257950,olfactory receptor family 5 subfamily AL member 5,Or5al5,"MOR185-5, MOR185-9P, Olfr1039, Olfr1517",10090,MGI:3030873
404323,404323,olfactory receptor family 5 subfamily AL member 6,Or5al6,"MOR185-12, Olfr1040",10090,MGI:3030874
258570,258570,olfactory receptor family 5 subfamily AL member 7,Or5al7,"MOR185-7, Olfr1043",10090,MGI:3030877
258680,258680,olfactory receptor family 5 subfamily AN member 1,Or5an1,"MOR214-4, Olfr1433, Olfr1433-ps1, Olfr1434",10090,MGI:3031268
258682,258682,olfactory receptor family 5 subfamily AN member 10,Or5an10,"MOR214-2, Olfr1436",10090,MGI:3031270
258681,258681,olfactory receptor family 5 subfamily AN member 11,Or5an11,"MOR214-3, Olfr232, Olfr232-ps1, Olfr235, Olfr235-ps1",10090,MGI:3030069
258117,258117,olfactory receptor family 5 subfamily AN member 1B,Or5an1b,"MOR214-6, Olfr1437",10090,MGI:3031271
258683,258683,olfactory receptor family 5 subfamily AN member 1C,Or5an1c,"MOR214-1, MOR214-9, Olfr262",10090,MGI:3030096
258679,258679,olfactory receptor family 5 subfamily AN member 6,Or5an6,"MOR215-1, Olfr1440",10090,MGI:3031274
258409,258409,olfactory receptor family 5 subfamily AN member 9,Or5an9,"MOR214-5, Olfr1431",10090,MGI:3031265
